,Unnamed: 0,title,author,city,country,page,city_country,city_location,country_location,city_country_location,best_location,lat,lon,address,geocoded_address,geocoded_country
0,1,The Mars Room,Rachel Kushner,San Francisco,United States,The Mars Room,"San Francisco, United States","San Francisco, California, United States",United States,"San Francisco, California, United States","San Francisco, California, United States",37.7792588,-122.4193286,"San Francisco, California, United States","San Francisco, California, United States",United States
1,2,The Missing Italian Girl,Barbara Corrado Pope,Paris,France,The Missing Italian Girl,"Paris, France","Paris, Ile-de-France, Metropolitan France, France",France,"Paris, Ile-de-France, Metropolitan France, France","Paris, Ile-de-France, Metropolitan France, France",48.8588897,2.3200410217200766,"Paris, Ile-de-France, Metropolitan France, France","Paris, Ile-de-France, France",France
2,4,Brazil Red,Jean-Christophe Rufin,Rio de Janeiro,Brazil,Brazil Red,"Rio de Janeiro, Brazil","Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Southeast Region, Brazil",Brazil,"Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Southeast Region, Brazil","Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Southeast Region, Brazil",-22.9110137,-43.2093727,"Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Southeast Region, Brazil","Rio de Janeiro, Brazil",Brazil
3,5,New York: A Novel,Edward Rutherfurd,New York City,United States,New York (novel),"New York City, United States","New York, United States",United States,"New York, United States","New York, United States",40.7127281,-74.0060152,"New York, United States","New York, New York, United States",United States
4,7,According to Mark,Penelope Lively,London,England,According to Mark,"London, England","London, Greater London, England, United Kingdom","England, United Kingdom","London, Greater London, England, United Kingdom","London, Greater London, England, United Kingdom",51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom","London, England, United Kingdom",United Kingdom
5,8,Briefing for a Descent into Hell,Doris Lessing,London,United Kingdom,Briefing for a Descent into Hell,"London, United Kingdom","London, Greater London, England, United Kingdom",United Kingdom,"London, Greater London, England, United Kingdom","London, Greater London, England, United Kingdom",51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom","London, England, United Kingdom",United Kingdom
6,9,Alaska,James Michener,Nome,United States,Alaska (novel),"Nome, United States","Nome, Unorganized Borough, Alaska, United States",United States,"Nome, Unorganized Borough, Alaska, United States","Nome, Unorganized Borough, Alaska, United States",64.4975098,-165.4061701,"Nome, Unorganized Borough, Alaska, United States","Alaska, United States",United States
7,11,Mrs. Eckdorf in O'Neill's Hotel,William Trevor,Dublin,Ireland,Mrs Eckdorf in O'Neill's Hotel,"Dublin, Ireland","Dublin, County Dublin, Leinster, Ireland",Ireland,"Dublin, County Dublin, Leinster, Ireland","Dublin, County Dublin, Leinster, Ireland",53.3493795,-6.2605593,"Dublin, County Dublin, Leinster, Ireland","Dublin, Ireland",Ireland
8,13,St. Urbain's Horseman,Mordecai Richler,London and Montreal,Canada,St. Urbain's Horseman,"London and Montreal, Canada",,Canada,,Canada,61.0666922,-107.991707,Canada,Canada,Canada
9,19,Empress,Shan Sa,Beijing,China,Empress (novel),"Beijing, China","Beijing, Dongcheng District, Beijing, 100010, China",China,"Beijing, China","Beijing, China",40.190632,116.412144,"Beijing, China","Beijing, China",China
10,21,The Playmaker,Thomas Keneally,Sydney Cove,Australia,The Playmaker,"Sydney Cove, Australia","Sydney Cove, Quay Quarter, Sydney, New South Wales, 2000, Australia",Australia,"Sydney Cove, Quay Quarter, Sydney, New South Wales, 2000, Australia","Sydney Cove, Quay Quarter, Sydney, New South Wales, 2000, Australia",-33.85808355,151.2121015347458,"Sydney Cove, Quay Quarter, Sydney, New South Wales, 2000, Australia","Sydney, New South Wales, Australia",Australia
11,22,Noble House,James Clavell,Hong Kong,Hong Kong (British Crown Colony),Noble House (book),"Hong Kong, Hong Kong (British Crown Colony)","Hong Kong, China",,,"Hong Kong, China",22.350627,114.1849161,"Hong Kong, China","Hong Kong, China",China
12,24,The Rover,Joseph Conrad,Hyères,France,The Rover (novel),"Hyères, France","Hyères, Toulon, Var, Provence-Alpes-Côte d'Azur, Metropolitan France, 83400, France",France,"Hyères, Toulon, Var, Provence-Alpes-Côte d'Azur, Metropolitan France, 83400, France","Hyères, Toulon, Var, Provence-Alpes-Côte d'Azur, Metropolitan France, 83400, France",43.1202573,6.1301614,"Hyères, Toulon, Var, Provence-Alpes-Côte d'Azur, Metropolitan France, 83400, France","Provence-Alpes-Côte d'Azur, France",France
13,26,The Emigrants,Vilhelm Moberg,Karlshamn,Sweden,The Emigrants (novels),"Karlshamn, Sweden","Karlshamn, Karlshamns kommun, Blekinge County, 374 35, Sweden",Sweden,"Karlshamns kommun, Blekinge County, Sweden","Karlshamns kommun, Blekinge County, Sweden",56.25,14.866667,"Karlshamns kommun, Blekinge County, Sweden",Sweden,Sweden
14,28,Martin Dressler: The Tale of an American Dreamer,Steven Millhauser,New York City,United States,Martin Dressler: The Tale of an American Dreamer,"New York City, United States","New York, United States",United States,"New York, United States","New York, United States",40.7127281,-74.0060152,"New York, United States","New York, New York, United States",United States
15,30,Love and Summer,William Trevor,Rathmoye,Ireland,Love and Summer,"Rathmoye, Ireland",,Ireland,,Ireland,52.865196,-7.9794599,Ireland,Ireland,Ireland
16,32,La regenta,"Leopoldo Alas, also known as Clarín",Vetusta,Spain,La regenta,"Vetusta, Spain","Vetusta, Calle Jovellanos, Colonia Marqués de San Feliz, Casco Antiguo, Centro y casco histórico, Oviedo, Asturias, 33080, Spain",Spain,"Vetusta, Calle Vetusta, Fozaneldi, San Lázaro y Otero, Oviedo, 33010, Spain","Vetusta, Calle Vetusta, Fozaneldi, San Lázaro y Otero, Oviedo, 33010, Spain",43.3613944,-5.8323669,"Vetusta, Calle Vetusta, Fozaneldi, San Lázaro y Otero, Oviedo, 33010, Spain","Oviedo, Spain",Spain
17,34,The Faithful River,Stefan Żeromski,Warsaw,Poland,The Faithful River,"Warsaw, Poland","Warsaw, Masovian Voivodeship, Poland",Poland,"Warsaw, Masovian Voivodeship, Poland","Warsaw, Masovian Voivodeship, Poland",52.2337172,21.071432235636493,"Warsaw, Masovian Voivodeship, Poland","Masovian Voivodeship, Poland",Poland
18,37,Troubles,J. G. Farrell,Kilnalough (fictional),Ireland,Troubles (novel),"Kilnalough (fictional), Ireland",,Ireland,,Ireland,52.865196,-7.9794599,Ireland,Ireland,Ireland
19,39,El Buscón, Francisco de Quevedo,Toledo,Spain,El Buscón,"Toledo, Spain","Toledo, Castile-La Mancha, Spain",Spain,"Toledo, Castile-La Mancha, Spain","Toledo, Castile-La Mancha, Spain",39.8560597,-4.0239356,"Toledo, Castile-La Mancha, Spain","Toledo, Toledo, Castile-La Mancha, Spain",Spain
20,41,Mexico,James A. Michener,Toledo,Mexico,Mexico (novel),"Toledo, Mexico","Toledo, Castile-La Mancha, Spain",Mexico,"Toledo, San Juan del Río, Durango, 34480, Mexico","Toledo, San Juan del Río, Durango, 34480, Mexico",24.8007984,-104.4644063,"Toledo, San Juan del Río, Durango, 34480, Mexico","Durango, Mexico",Mexico
21,44,Ivanhoe,Walter Scott,Ashby-De-La-Zouch,England,Ivanhoe,"Ashby-De-La-Zouch, England","Ashby-de-la-Zouch, North West Leicestershire, Leicestershire, England, United Kingdom","England, United Kingdom","Ashby-de-la-Zouch, North West Leicestershire, Leicestershire, England, United Kingdom","Ashby-de-la-Zouch, North West Leicestershire, Leicestershire, England, United Kingdom",52.7471344,-1.4712148,"Ashby-de-la-Zouch, North West Leicestershire, Leicestershire, England, United Kingdom","North West Leicestershire, England, United Kingdom",United Kingdom
22,49,Kydd,Julian Stockwin,Guildford,United Kingdom,Kydd (novel),"Guildford, United Kingdom","Guildford, Surrey, England, United Kingdom",United Kingdom,"Guildford, Surrey, England, United Kingdom","Guildford, Surrey, England, United Kingdom",51.2356068,-0.5732063,"Guildford, Surrey, England, United Kingdom","England, United Kingdom",United Kingdom
23,50,The History of Henry Esmond,William Makepeace Thackeray,Virginia,Great Britain,The History of Henry Esmond,"Virginia, Great Britain","Virginia, United States","Great Britain, United Kingdom",,"Virginia, United States",37.1232245,-78.4927721,"Virginia, United States","Virginia, United States",United States
24,54,The Lady of the Wheel,Angelo F. Coniglio,Racalmuto,Sicily,The Lady of the Wheel,"Racalmuto, Sicily","Racalmuto, Agrigento, Sicily, 92020, Italy","Sicily, Italy","Racalmuto, Agrigento, Sicily, 92020, Italy","Racalmuto, Agrigento, Sicily, 92020, Italy",37.4089397,13.7324019,"Racalmuto, Agrigento, Sicily, 92020, Italy","Sicily, Italy",Italy
25,57,O Arquipélago,Erico Verissimo,Santa Fé,Brazil,O Tempo e o Vento,"Santa Fé, Brazil","Santa Fe, Santa Fe County, New Mexico, United States",Brazil,"Santa Fé, Região Geográfica Imediata de Maringá, Região Geográfica Intermediária de Maringá, Paraná, South Region, 86770-000, Brazil","Santa Fé, Região Geográfica Imediata de Maringá, Região Geográfica Intermediária de Maringá, Paraná, South Region, 86770-000, Brazil",-23.039993,-51.808014,"Santa Fé, Região Geográfica Imediata de Maringá, Região Geográfica Intermediária de Maringá, Paraná, South Region, 86770-000, Brazil","Paraná, Brazil",Brazil
26,62,A Thousand Splendid Suns,Khaled Hosseini,Lahore,Pakistan,A Case of Exploding Mangoes,"Lahore, Pakistan","Lahore, Lahore City Tehsil, Lahore District, Lahore Division, Punjab, 54500, Pakistan",Pakistan,"Lahore, Lahore City Tehsil, Lahore District, Lahore Division, Punjab, 54500, Pakistan","Lahore, Lahore City Tehsil, Lahore District, Lahore Division, Punjab, 54500, Pakistan",31.5656822,74.3141829,"Lahore, Lahore City Tehsil, Lahore District, Lahore Division, Punjab, 54500, Pakistan","Lahore, Punjab, Pakistan",Pakistan
27,63,Ragtime,E. L. Doctorow,California,USA,Ragtime (novel),"California, USA","California, United States",United States,"California, United States","California, United States",36.7014631,-118.755997,"California, United States","California, United States",United States
28,64,Jamrach's Menagerie,Carol Birch,London,United Kingdom,Jamrach's Menagerie,"London, United Kingdom","London, Greater London, England, United Kingdom",United Kingdom,"London, Greater London, England, United Kingdom","London, Greater London, England, United Kingdom",51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom","London, England, United Kingdom",United Kingdom
29,65,The Source,James A. Michener,Makor,Israel,The Source (novel),"Makor, Israel","Makor, Martap, Vina, Adamawa, Cameroon",Israel,"HaMekor, Nahalat Ganim, Ramat Gan, Tel Aviv Subdistrict, Tel-Aviv District, 5255230, Israel","HaMekor, Nahalat Ganim, Ramat Gan, Tel Aviv Subdistrict, Tel-Aviv District, 5255230, Israel",32.0914311,34.8174146,"HaMekor, Nahalat Ganim, Ramat Gan, Tel Aviv Subdistrict, Tel-Aviv District, 5255230, Israel","Tel-Aviv District, Israel",Israel
30,66,How Late It Was How Late,James Kelman,Glasgow,Scotland,"How late it was, how late","Glasgow, Scotland","Glasgow, Glasgow City, Scotland, G2 1DY, United Kingdom","Scotland, United Kingdom","Glasgow, Glasgow City, Scotland, G2 1DY, United Kingdom","Glasgow, Glasgow City, Scotland, G2 1DY, United Kingdom",55.861155,-4.2501687,"Glasgow, Glasgow City, Scotland, G2 1DY, United Kingdom","Glasgow, Scotland, United Kingdom",United Kingdom
31,71,The Sicilian,Mario Puzo,Palermo,Italy,The Sicilian,"Palermo, Italy","Palermo, Sicily, Italy",Italy,"Palermo, Sicily, Italy","Palermo, Sicily, Italy",38.1112268,13.3524434,"Palermo, Sicily, Italy","Palermo, Sicily, Italy",Italy
32,73,The Book Thief,Zusak,Germany (Görlitz),Germany,The Book Thief,"Germany (Görlitz), Germany","Görlitz, Saxony, Germany",Germany,,"Görlitz, Saxony, Germany",51.1563185,14.991018,"Görlitz, Saxony, Germany","Saxony, Germany",Germany
33,74,Exit West,Mohsin Hamid,"London- proper and Marin County, California (and other fictional locations)","Global, various countries",Exit West,"London- proper and Marin County, California (and other fictional locations), Global, various countries",,,,,,,,,
34,75,The Heretic: A Novel of the Inquisition,Miguel Delibes,Valladolid,Spain,The Heretic: A Novel of the Inquisition,"Valladolid, Spain","Valladolid, Castile and León, Spain",Spain,"Valladolid, Castile and León, Spain","Valladolid, Castile and León, Spain",41.6521807,-4.728605,"Valladolid, Castile and León, Spain","Valladolid, Valladolid, Castile and León, Spain",Spain
35,76,Sarum,Edward Rutherfurd,Salisbury,England,Sarum (novel),"Salisbury, England","Salisbury, Wiltshire, England, United Kingdom","England, United Kingdom","Salisbury, Wiltshire, England, United Kingdom","Salisbury, Wiltshire, England, United Kingdom",51.0690613,-1.7954134,"Salisbury, Wiltshire, England, United Kingdom","Salisbury, England, United Kingdom",United Kingdom
36,78,The Sense of an Ending,Julian Barnes,London,United Kingdom,The Sense of an Ending,"London, United Kingdom","London, Greater London, England, United Kingdom",United Kingdom,"London, Greater London, England, United Kingdom","London, Greater London, England, United Kingdom",51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom","London, England, United Kingdom",United Kingdom
37,80,The Mask of Apollo,Mary Renault,Syracuse,Greece,The Mask of Apollo,"Syracuse, Greece","City of Syracuse, Onondaga County, New York, United States",Greece,,"City of Syracuse, Onondaga County, New York, United States",43.0481221,-76.1474244,"City of Syracuse, Onondaga County, New York, United States","City of Syracuse, New York, United States",United States
38,83,Purple Hibiscus,Chimamanda Ngozi Adichie,Enugu,Nigeria,Purple Hibiscus,"Enugu, Nigeria","Enugu State, Nigeria",Nigeria,"Enugu State, Nigeria","Enugu State, Nigeria",6.5536094,7.4143061,"Enugu State, Nigeria","Enugu State, Nigeria",Nigeria
39,86,Slow Man,J.M. Coetzee,Adelaide,Australia,Slow Man,"Adelaide, Australia","Adelaide, Adelaide City Council, South Australia, Australia",Australia,"Adelaide, Adelaide City Council, South Australia, Australia","Adelaide, Adelaide City Council, South Australia, Australia",-34.9281805,138.5999312,"Adelaide, Adelaide City Council, South Australia, Australia","Adelaide, South Australia, Australia",Australia
40,87,Shalimar the Clown,Salman Rushdie,Srinagar,India,Shalimar the Clown,"Srinagar, India","Srinagar, Srinagar (South), Srinagar, Jammu and Kashmir, 190001, India",India,"Srinagar, Srinagar (South), Srinagar, Jammu and Kashmir, 190001, India","Srinagar, Srinagar (South), Srinagar, Jammu and Kashmir, 190001, India",34.0747444,74.8204443,"Srinagar, Srinagar (South), Srinagar, Jammu and Kashmir, 190001, India","Srinagar, Jammu and Kashmir, India",India
41,93,The Feast of the Goat,Mario Vargas Llosa,Santo Domingo,Dominican Republic,The Feast of the Goat,"Santo Domingo, Dominican Republic","Santo Domingo, Distrito Nacional, Dominican Republic",Dominican Republic,"Santo Domingo, Distrito Nacional, Dominican Republic","Santo Domingo, Distrito Nacional, Dominican Republic",18.4801972,-69.942111,"Santo Domingo, Distrito Nacional, Dominican Republic","Santo Domingo, Distrito Nacional, Dominican Republic",Dominican Republic
42,98,Sea of Poppies,Amitav Ghosh,Calcutta,India,Sea of Poppies,"Calcutta, India","Kolkata, West Bengal, India",India,"Kolkata, West Bengal, India","Kolkata, West Bengal, India",22.5726459,88.3638953,"Kolkata, West Bengal, India","Kolkata, West Bengal, India",India
43,102,Hawksmoor,Peter Ackroyd,London,United Kingdom,Hawksmoor (novel),"London, United Kingdom","London, Greater London, England, United Kingdom",United Kingdom,"London, Greater London, England, United Kingdom","London, Greater London, England, United Kingdom",51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom","London, England, United Kingdom",United Kingdom
44,103,The Sorrow of Belgium,Hugo Claus,Kortrijk,Belgium,The Sorrow of Belgium,"Kortrijk, Belgium","Kortrijk, West Flanders, Flanders, Belgium",Belgium,"Kortrijk, West Flanders, Flanders, Belgium","Kortrijk, West Flanders, Flanders, Belgium",50.8276429,3.2659884,"Kortrijk, West Flanders, Flanders, Belgium","Kortrijk, West Flanders, Belgium",Belgium
45,107,The Last Kabbalist of Lisbon,Richard Zimler,Lisbon,Portugal,The Last Kabbalist of Lisbon,"Lisbon, Portugal","Lisbon, Portugal",Portugal,"Lisbon, Portugal","Lisbon, Portugal",38.7077507,-9.1365919,"Lisbon, Portugal","Lisbon, Portugal",Portugal
46,111,Sword at Sunset,Rosemary Sutcliff,Arfon,United Kingdom,Sword at Sunset,"Arfon, United Kingdom","Arfon, Tryfar, Harlech, Gwynedd, Wales, LL46 2YW, United Kingdom",United Kingdom,"Arfon, Tryfar, Harlech, Gwynedd, Wales, LL46 2YW, United Kingdom","Arfon, Tryfar, Harlech, Gwynedd, Wales, LL46 2YW, United Kingdom",52.85793215,-4.109417096003719,"Arfon, Tryfar, Harlech, Gwynedd, Wales, LL46 2YW, United Kingdom","Wales, United Kingdom",United Kingdom
47,112,Forever Amber,Kenneth Anger,London,England,Forever Amber (novel),"London, England","London, Greater London, England, United Kingdom","England, United Kingdom","London, Greater London, England, United Kingdom","London, Greater London, England, United Kingdom",51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom","London, England, United Kingdom",United Kingdom
48,116,When We Were Orphans,Kazuo Ishiguro,Shanghai,China,When We Were Orphans,"Shanghai, China","Shanghai, Huangpu District, Shanghai, 200001, China",China,"Shanghai, China","Shanghai, China",31.2312707,121.4700152,"Shanghai, China","Shanghai, China",China
49,122,In the Country of Men,Hisham Matar,Tripoli,Libya,In the Country of Men,"Tripoli, Libya","Tripoli, Libya",Libya,"Tripoli, Libya","Tripoli, Libya",32.896672,13.1777923,"Tripoli, Libya","Tripoli, Tripoli, Libya",Libya
50,124,Gai-Jin,James Clavell,Hiroshima,Japan,Gai-Jin (novel),"Hiroshima, Japan","Hiroshima, Hiroshima Prefecture, Japan",Japan,"Hiroshima, Hiroshima Prefecture, Japan","Hiroshima, Hiroshima Prefecture, Japan",34.3917241,132.4517589,"Hiroshima, Hiroshima Prefecture, Japan","Hiroshima, Hiroshima Prefecture, Japan",Japan
51,128,The Roman Mysteries,Caroline Lawrence,Ostia Antica,Roman Empire,The Roman Mysteries,"Ostia Antica, Roman Empire","Ostia Antica, Via della Casa del Pozzo, Ostia Antica, Municipio Roma X, Lido di Ostia, Rome, Roma Capitale, Lazio, 00119, Italy","New Lotus House, 485, Roman Road, Old Ford, Bow, London Borough of Tower Hamlets, London, Greater London, England, E3 5LX, United Kingdom",,"Ostia Antica, Via della Casa del Pozzo, Ostia Antica, Municipio Roma X, Lido di Ostia, Rome, Roma Capitale, Lazio, 00119, Italy",41.75363735,12.28573991132103,"Ostia Antica, Via della Casa del Pozzo, Ostia Antica, Municipio Roma X, Lido di Ostia, Rome, Roma Capitale, Lazio, 00119, Italy","Rome, Lazio, Italy",Italy
52,129,A Passage North,Anuk Arudpragasam,Colombo,Sri Lanka,A Passage North,"Colombo, Sri Lanka","Colombo, Colombo District, Western Province, Sri Lanka",Sri Lanka,"Colombo, Colombo District, Western Province, Sri Lanka","Colombo, Colombo District, Western Province, Sri Lanka",6.9388614,79.8542005,"Colombo, Colombo District, Western Province, Sri Lanka","Colombo, Western Province, Sri Lanka",Sri Lanka
53,131,Lee and Grant at Appomattox,MacKinlay Kantor,Appomattox Court House,United States,Lee and Grant at Appomattox,"Appomattox Court House, United States","Appomattox Court House, Old Richmond-Lynchburg Stage Road, Appomattox County, Virginia, 24522, United States",United States,"Appomattox Court House, Old Richmond-Lynchburg Stage Road, Appomattox County, Virginia, 24522, United States","Appomattox Court House, Old Richmond-Lynchburg Stage Road, Appomattox County, Virginia, 24522, United States",37.3760915,-78.8031417,"Appomattox Court House, Old Richmond-Lynchburg Stage Road, Appomattox County, Virginia, 24522, United States","Virginia, United States",United States
54,132,The Antagonists,Ernest K. Gann,Masada,Israel,The Antagonists (Gann novel),"Masada, Israel","Masada, Snake Path, Tamar Regional Council, Beersheba Subdistrict, Israel",Israel,"Masada, Snake Path, Tamar Regional Council, Beersheba Subdistrict, Israel","Masada, Snake Path, Tamar Regional Council, Beersheba Subdistrict, Israel",31.31564025,35.35389434396094,"Masada, Snake Path, Tamar Regional Council, Beersheba Subdistrict, Israel","Tamar Regional Council, Israel",Israel
55,134,Cue for Treason,T.H. Ruggles Rea,London,England,Cue for Treason,"London, England","London, Greater London, England, United Kingdom","England, United Kingdom","London, Greater London, England, United Kingdom","London, Greater London, England, United Kingdom",51.4893335,-0.1440550845276872,"London, Greater London, England, United Kingdom","London, England, United Kingdom",United Kingdom
56,135,The White Guard,Mikhail Bulgakov,Kiev,Ukraine,The White Guard,"Kiev, Ukraine","Kyiv, Ukraine",Ukraine,"Kyiv, Ukraine","Kyiv, Ukraine",50.4500336,30.5241361,"Kyiv, Ukraine","Kyiv, Ukraine",Ukraine
57,136,The Stone Carvers,Jane Urquhart,Canada,Canada,The Stone Carvers,"Canada, Canada",Canada,Canada,Canada,Canada,61.0666922,-107.991707,Canada,Canada,Canada
58,137,Cry of the Peacock,Gina B. Nahai,Esfahan,Persia/Iran,Cry of the Peacock (novel),"Esfahan, Persia/Iran","Isfahan, بخش مرکزی شهرستان اصفهان, Isfahan County, Isfahan Province, Iran",Iran,,"Isfahan, بخش مرکزی شهرستان اصفهان, Isfahan County, Isfahan Province, Iran",32.6707877,51.6650002,"Isfahan, بخش مرکزی شهرستان اصفهان, Isfahan County, Isfahan Province, Iran","Isfahan, Isfahan Province, Iran",Iran
59,141,Time to Depart,Lindsey Davis,Londinium,Britannia,The Jupiter Myth,"Londinium, Britannia","London, Greater London, England, United Kingdom","HMY Britannia, Whisky Quay, North Leith, Leith, City of Edinburgh, Scotland, EH6 6FH, United Kingdom","Britannia, 299, Mare Street, Hackney, London Borough of Hackney, London, Greater London, England, E8 1EJ, United Kingdom","Britannia, 299, Mare Street, Hackney, London Borough of Hackney, London, Greater London, England, E8 1EJ, United Kingdom",51.54587755,-0.055503157277719,"Britannia, 299, Mare Street, Hackney, London Borough of Hackney, London, Greater London, England, E8 1EJ, United Kingdom","London, England, United Kingdom",United Kingdom
60,142,Dragon Seed,Pearl S. Buck,Nanjing,China,Dragon Seed (novel),"Nanjing, China","Nanjing City, Jiangsu, China",China,"Nanjing City, Jiangsu, China","Nanjing City, Jiangsu, China",32.0438284,118.7788631,"Nanjing City, Jiangsu, China","Nanjing City, Jiangsu, China",China
61,145,The Best of Times,Rohinton Mistry,Bombay,India,A Fine Balance,"Bombay, India","Mumbai, Maharashtra, India",India,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",18.9733536,72.82810491917377,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",India
62,147,The Guarani: Brazilian Romance,José de Alencar,Rio,Brazil,The Guarani,"Rio, Brazil","Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Southeast Region, Brazil",Brazil,"Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Southeast Region, Brazil","Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Southeast Region, Brazil",-22.9110137,-43.2093727,"Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Southeast Region, Brazil","Rio de Janeiro, Brazil",Brazil
63,150,Jasper Jones,Craig Silvey,Corrigan,Australia,Jasper Jones,"Corrigan, Australia","Corrigan, Polk County, Texas, 75939, United States",Australia,"Corrigan, Rainbow Flat, Mid-Coast Council, New South Wales, 2430, Australia","Corrigan, Rainbow Flat, Mid-Coast Council, New South Wales, 2430, Australia",-32.065,152.4677778,"Corrigan, Rainbow Flat, Mid-Coast Council, New South Wales, 2430, Australia","New South Wales, Australia",Australia
64,152,Moon Tiger,Penelope Lively,Cairo,Egypt,Moon Tiger,"Cairo, Egypt","Cairo, Egypt",Egypt,"Cairo, Egypt","Cairo, Egypt",30.0443879,31.2357257,"Cairo, Egypt","Cairo, Cairo, Egypt",Egypt
65,153,The House of Doors,Tan Twan Eng,Penang,Federated Malay States,The House of Doors,"Penang, Federated Malay States","Penang, Malaysia",,,"Penang, Malaysia",5.4065013,100.2559077,"Penang, Malaysia","Penang, Malaysia",Malaysia
66,154,Paddy Clarke Ha Ha Ha,Roddy Doyle,Barrytown,Ireland,Paddy Clarke Ha Ha Ha,"Barrytown, Ireland","Barrytown, Town of Red Hook, Dutchess County, New York, 12507, United States",Ireland,,"Barrytown, Town of Red Hook, Dutchess County, New York, 12507, United States",41.9998626,-73.9247822,"Barrytown, Town of Red Hook, Dutchess County, New York, 12507, United States","New York, United States",United States
67,158,Noli Me Tángere,José Rizal,Manila,Philippines,Noli Me Tángere (novel),"Manila, Philippines","Manila, Capital District, Metro Manila, Philippines",Philippines,"Manila, Capital District, Metro Manila, Philippines","Manila, Capital District, Metro Manila, Philippines",14.5906346,120.9799964,"Manila, Capital District, Metro Manila, Philippines","Manila, Philippines",Philippines
68,159,The Element of Water,Stevie Davies,Lake Plön,Germany,The Element of Water,"Lake Plön, Germany","Lake House Plön, 1, Fegetasche, Plön, Schleswig-Holstein, 24306, Germany",Germany,"Lake House Plön, 1, Fegetasche, Plön, Schleswig-Holstein, 24306, Germany","Lake House Plön, 1, Fegetasche, Plön, Schleswig-Holstein, 24306, Germany",54.1531895,10.450517211719744,"Lake House Plön, 1, Fegetasche, Plön, Schleswig-Holstein, 24306, Germany","Schleswig-Holstein, Germany",Germany
69,161,Reading in the Dark,Seamus Deane,Derry,Northern Ireland,Reading in the Dark,"Derry, Northern Ireland","Derry/Londonderry, County Londonderry, Northern Ireland, BT48 6BU, United Kingdom","Northern Ireland, United Kingdom","Derry/Londonderry, County Londonderry, Northern Ireland, BT48 6BU, United Kingdom","Derry/Londonderry, County Londonderry, Northern Ireland, BT48 6BU, United Kingdom",54.9978678,-7.3213056,"Derry/Londonderry, County Londonderry, Northern Ireland, BT48 6BU, United Kingdom","Derry/Londonderry, Northern Ireland, United Kingdom",United Kingdom
70,162,The Travels of Jaimie McPheeters,Robert Lewis Taylor,"St. Louis, Missouri",United States,The Travels of Jaimie McPheeters,"St. Louis, Missouri, United States","St. Louis, Missouri, United States",United States,"St. Louis, Missouri, United States","St. Louis, Missouri, United States",38.6280278,-90.1910154,"St. Louis, Missouri, United States","Missouri, United States",United States
71,163,Po-on,F. Sionil José,Bagumbayan (now known as Rizal Park),Philippines,Po-on (novel),"Bagumbayan (now known as Rizal Park), Philippines",,Philippines,,Philippines,12.7503486,122.7312101,Philippines,Philippines,Philippines
72,164,The Thousand Autumns of Jacob de Zoet,David Mitchell,Nagasaki,Japan,The Thousand Autumns of Jacob de Zoet,"Nagasaki, Japan","Nagasaki Prefecture, Japan",Japan,"Nagasaki Prefecture, Japan","Nagasaki Prefecture, Japan",33.1154683,129.7874339,"Nagasaki Prefecture, Japan","Nagasaki Prefecture, Japan",Japan
73,166,The Inheritance of Loss,Kiran Desai,Kalimpong,India,The Inheritance of Loss,"Kalimpong, India","Kalimpong, Kalimpong -I, Kalimpong, West Bengal, 734316, India",India,"Kalimpong, Kalimpong -I, Kalimpong, West Bengal, 734316, India","Kalimpong, Kalimpong -I, Kalimpong, West Bengal, 734316, India",27.0702869,88.4723676,"Kalimpong, Kalimpong -I, Kalimpong, West Bengal, 734316, India","West Bengal, India",India
